masked_words|abs_decrease_on_replacement
cancer|0.03735847808967828
crow|0.037305574829067635
hideously|0.03728029408566933
calling|0.0372739179995435
ride|0.03722812013009069
yup|0.037218849832902315
mistake|0.03721267907651147
audacity|0.03719946193957511
evolutionists|0.03703603208043244
worsened|0.036956945533271765
sincerity|0.036956540101783286
iraqi|0.03691477119263946
mental|0.03690653751431296
traditionally|0.03683814729003473
eminent|0.03667383059722391
saddest|0.03667106063391813
1990|0.03665386078786531
anyway|0.036594743840293834
unborn|0.03654460685950824
believe|0.03653436564857645
obsessed|0.03638163623146721
raised|0.03636599593785004
hilarious|0.03635504621039902
putting|0.036326156773490645
subjected|0.03620166591549127
sir|0.036184291464034596
became|0.03613102752834749
liberalism|0.03598022837038072
try|0.035919766630416364
legislative|0.035822657852450895
lunches|0.03573005445748963
nominee|0.03567058402989029
bunch|0.03562594293950058
like|0.03559751474582201
harm|0.03553635556807871
unknown|0.0354788741878259
destroyers|0.03541169124337103
proved|0.03533560624722023
earth|0.035327226751338835
ankles|0.03528484765540822
palestinkian|0.03508884382012308
democratic|0.03505198759779024
homeowners|0.03504729546028642
dignity|0.03490005975317899
pure|0.034856214848713075
ruins|0.03485021107107923
visa|0.0348417048653907
deeply|0.034837063024685436
eight|0.034796887689344976
spouts|0.03469179883739321
streets|0.03468532899674749
rutgers|0.03452373319516494
hands|0.03447642685325005
redecorate|0.03440504386585432
semites|0.03440418103044593
stumped|0.03439484327850647
craig|0.03438612923239792
unnecessary|0.034344314563152865
freebies|0.034327807700156816
customized|0.034313633675495045
committed|0.034264211089378625
socialism|0.03426064095284747
floyd|0.0340345842169242
admit|0.03398857220871034
crewed|0.0339854830510455
persian|0.03397750416261909
communism|0.03384862280019654
really|0.033820343664962546
sexual|0.03380803975174102
book|0.03369871605733588
7.5|0.03369212236520532
slammed|0.03367886888430166
bad|0.033677579261729824
various|0.03364184702769691
attacking|0.03363824166869336
schools|0.03363457247372752
anyone|0.03360667270703382
gang|0.03360522290194614
moooooochel|0.03355892737317934
credit|0.03352525785932401
progress|0.033496544927040524
defiance|0.03342306606701763
republican|0.03341309509218045
according|0.033361629596977374
wife|0.033207414218913774
low|0.03320626747539442
hundreds|0.03317120123924153
result|0.03315987249284072
legally|0.033069091728819125
george|0.03303301209006847
restitution|0.03302565031230544
despises|0.03297295135738321
workplace|0.03292803215866098
rod|0.03291601733732889
defend|0.03291416980744242
foot|0.03287867347703967
room|0.0328662069558839
liberal|0.032801820318880404
mostly|0.03277742020470596
dummycrap|0.032757219707131816
milwaukee|0.03273885641845764
chin|0.032700388596629604
tribe|0.032680928753865815
prosecuted|0.03265387947819402
women|0.032631095905293256
stop|0.032610477665899064
incidental|0.03260354040913917
hardly|0.03258681049013125
'victims|0.032567899617118826
locker|0.03253125159657535
works.quick|0.032474887237457825
rdennisuk|0.03241760947697701
owning|0.03241136692636597
integration|0.03238424323300485
pregnant|0.03235375397912835
flawed|0.03215011685808004
start|0.03205268403577057
seattle|0.03203805098624184
kiiiing|0.032002778277427923
wonder|0.031999124462200434
offensive|0.03191904836944916
office|0.031917649886659086
conviction|0.03189309412502289
international|0.03188728506072836
dna|0.031862625295611145
mechanics|0.0317845938633833
poaching|0.03174986644886783
islamic|0.031711684239940044
laugh|0.031697908306564854
gave|0.03169366369115732
divided|0.03162546762160383
doctors|0.031560484427759807
queens|0.031556025091706116
relevant|0.03150499316773512
circumcise|0.03149570384005422
hurt|0.03145864381081869
embraced|0.031423473948286366
disappear|0.03139732006160325
europeans|0.031363134644121694
43|0.031305332867766135
often|0.031302642697938615
gomer|0.03129813776197321
defending|0.031295941346552926
truthful|0.03128237525981502
establish|0.03126214010069222
pittsburg|0.031204626668224312
despite|0.031199171861844628
belong|0.031181443044887912
'african|0.03117109978340309
prevented|0.031129612394610325
dopes|0.03106621016657608
raping|0.030925199070340793
citizen|0.030886751017033864
entered|0.030856543110039537
suicide|0.030660356191882426
disability|0.030636424798093233
commended|0.030593871194856636
species|0.030583318203239652
mediamatters|0.030557838938774267
sympathy|0.030528567685958574
cookbook|0.030486097993925904
hundred|0.03048259402942107
jew|0.030471230929342296
acronym|0.030462438943883043
deflected|0.030449100274625183
odd|0.030361520863842757
comments-|0.030353263959880472
healthcare|0.030349337005831808
policy|0.030326590948069016
etc.etc.what|0.030256424114044823
failing|0.030215139124633448
obese|0.03019851410001389
foxbots|0.030157674030236486
human|0.030133415349122807
tragedy|0.030065934377117843
able-bodied|0.030048533568353124
wrapped|0.03004297719492712
murders|0.030002360845451093
posing|0.03000024009596336
repeated|0.02997093071152716
childs|0.029932241041737306
burned|0.029788659395283766
criticize|0.02977673089839944
reside|0.02977130293276422
murdering|0.02972345375158133
traders|0.029659224709761466
rental|0.029644125517105612
husband|0.029575650671396402
mooh-slum|0.029566099962864235
jurnior|0.0294741337432894
default|0.029472874052392073
gi|0.029393010466151025
obvious|0.029364969062912742
bet|0.029353556591669026
sad|0.0293469426981748
scotus|0.0292829433786721
chimp|0.029245400496179734
watering|0.029239874744487304
self|0.029216697941354865
abroad|0.02920340051808263
200,00|0.029199002613961994
hear|0.029165205720471363
pink|0.029136174772703628
anti-semites|0.029086319249145315
circumstances|0.02903106679931259
pressures|0.02895971005599367
rufus|0.028944844768404525
strange|0.02889314899916135
spat|0.028885539188520836
needs|0.02885236752105298
country|0.028838353263319034
single-issue|0.028799655283511204
full|0.028781973517768584
scientist|0.02878127121456924
routinely|0.02864596387578231
moral|0.02859949343697395
jealousy|0.02858458212522539
backs|0.028517121449167467
saving|0.028504617496548475
fran|0.028410486486814525
entangled|0.028397067639862782
gurl|0.02839175316943242
male|0.02837986746955912
fu|0.028362886478691323
ringo|0.028326216235300915
2000|0.028315521286116974
crust|0.028293064195487723
oblunder|0.028285207040778616
speak|0.02827218566091948
away|0.028212565373869954
awsome|0.028152509064023
thursday|0.028100627830247072
professionals|0.02807668628515552
doubt|0.028076637458267176
mothers|0.028066147005987856
interview|0.02806356045483042
arabic|0.028052607589149292
cure|0.02796210486679227
positive|0.027949977014436377
blow|0.027937373068843703
breeze|0.027923705320770376
inaccurate|0.02789227311125677
spreading|0.027888327886844873
polls|0.027873632530695813
keyboards|0.02781597938565398
autonomously|0.027735262375811753
um|0.027679889789578648
fatherland|0.027672445830320413
put|0.027626428728780912
employers|0.027579247640455266
samich|0.027535282140140588
qualification|0.02746634668272755
notes|0.027444457460643102
received|0.027440293759569755
hot|0.027410954168513746
eh|0.027386172217284687
bigger|0.02736214521268099
pogeybait|0.027335694252946824
angry|0.02732817482360826
attrocities|0.027326934507557844
treating|0.027305484692550164
daughter|0.02730319378642693
collateral|0.027272515399460483
scouty|0.02726524335167637
discharge|0.027238443570411806
riot|0.027170038782553977
seanny|0.027158192574066365
unlike|0.027093695058641686
lace|0.027010158774503423
obsess|0.026976799006192893
stripes|0.026940965086709564
tuition|0.026902638616594865
blame|0.026886680603695437
recruiting|0.026883003815568664
dinsmo81|0.026872729955016484
enlisted|0.026805513720624806
eliminate|0.02675314995542809
fish|0.026744655650418177
cause|0.026707494823705845
caiiing|0.02667918517714657
alabaster|0.026599343251199892
letting|0.026585401123566953
wash|0.026566138716733634
go|0.02653239587034017
impossibility|0.026475051955788514
'progress|0.02643790529120673
whats|0.02642261482084992
assaults|0.026393567212746983
simpson|0.026385751252977596
resemblance|0.026353819798358262
anti-civilized|0.02634378842003492
shows|0.026287178880554506
postings|0.02617014077567913
serious|0.026164755514082694
technically|0.026149071696565874
maximum|0.026122391282972557
ink|0.026084335813175263
consider|0.02607108546257575
temperament|0.026057436288462632
care|0.02589561741360769
and/or|0.025880829041337528
rooting|0.025876008253250204
nah|0.025864304402335704
hospital|0.025847685433637618
them.off|0.025833731633435154
either|0.02583172386744636
racial|0.025802377065870585
overdue|0.025788448735803993
placing|0.025771840870902857
storm|0.025722415529914555
bike|0.025716183130941036
mongrels|0.025693315253541925
countries|0.025660096770280732
idocracy|0.025654971155984873
hey|0.02565269451205739
99|0.02554187759508062
successful|0.025520315903152648
speech|0.025390715929991665
hillry|0.025389416505023625
empathize|0.025351220050418056
created|0.025313602535329056
politicians|0.0252966798911451
forefathers|0.025231356406050377
hide|0.025221100014074915
helicopter|0.02510795736578425
clueless|0.02510179523263566
palestinkians|0.02506747539124752
turn|0.025021003276270864
reprinted|0.025013479976705284
9-67|0.02497683157859641
bragg|0.024928800534105067
violent|0.024869904252682092
owned|0.02484072077195567
argue|0.024826789921065247
prevents|0.024793193479736277
accordingly|0.02478159025701868
translator|0.02473007023685327
moved|0.024706228687644025
thing|0.02458235722335385
flags|0.024566452537490836
overpaid|0.02456074322283021
primates|0.024524377223992925
barry|0.02444703818998394
cr⁠e⁠epy|0.024436027617047457
attractive|0.02442442861709289
answering|0.024284907255837478
sack|0.024235519025497476
cams|0.024203581893236133
arming|0.024157406994087992
kind|0.024136485179687285
phrasing|0.02413552357246917
agenda|0.024017763301058388
playing|0.023990519421910154
keeps|0.0239799768495114
grades|0.02393002135094958
identity|0.023915263034511646
military|0.02388587994988762
rationalizations|0.02387694207173427
criminals|0.023872600489328728
overide|0.023861261814031656
massaging|0.023857159691883845
racism|0.023810526107590622
east|0.023790090066586674
republicans|0.023762666660933168
rio|0.023750696913950282
connectcut|0.023741536541233253
negotiation|0.023670646932499095
irish|0.02362386139661798
sorry|0.023611339472868583
manchurian|0.02360037330193358
retailers|0.02359375522161487
nons⁠ense|0.023526703613793016
jerusalem|0.023486770094720315
standing|0.02345552378908832
child|0.02340582723663314
weird|0.023315379764505435
drive|0.023305730384119986
boys|0.023290907468253037
submissive|0.02326055012662831
basement|0.02321022983613925
skinny|0.023199076033964195
39th|0.023194979015898464
supemes|0.02318752963718406
teabags|0.023124677678536765
presidential|0.02304980725965249
wth|0.022972290506513636
lifesaver|0.022919527335469526
a55hole|0.022889842308552465
lgbt|0.02282593666760575
step|0.022772010965230564
unbecoming|0.022736783659898646
pass|0.02268495128502151
pull|0.022664081443977177
mccain|0.022661188765810164
level|0.022629997384242526
sandusky|0.022619675807002425
sounds|0.02260421135599016
career|0.022583967206669383
riots|0.022551534572821646
pledge|0.022533191899933004
flow|0.022533191899933004
detonates|0.022533191899933004
allah|0.022533191899933004
dirty|0.022533191899933004
canidate|0.022533191899933004
-cash|0.022533191899933004
huge|0.022486848343862102
harvey|0.022483308445316746
behavior|0.02243289789932287
jordan|0.02238620197342771
dealership|0.022385531641914102
quote|0.02236211681085567
secret|0.022356135838965337
francisco|0.02229089129582341
critize|0.022265382964321727
pity|0.022257666047410158
illegal|0.022219856254101736
afdi|0.02220007624558994
casinos|0.02219614213812073
qualified|0.022026697095452342
man/girl|0.022017117758338967
bueller|0.021994687505766136
administration|0.02194864316625164
clinton|0.02193210759055389
native|0.02191609974826879
perversion|0.021912650000394926
advocates|0.02182578596464358
nope|0.021748894743567674
math|0.02174505438201378
practiced|0.02171207681344938
affirmatively|0.021692422834683246
mr.|0.021691510783697642
offspring|0.02168312449246267
detectives|0.02166148641177855
portray|0.021636797659260965
arkansas|0.021634400979678156
victimize|0.021620618825003785
rev|0.02156274839097914
records|0.021518649992638736
murderedf|0.021456865905196642
leak|0.021453632316775058
section|0.021452463645145782
fines|0.021388880319361293
redundant|0.02134455652479359
envy|0.021340806456672974
deportations|0.021333936563744903
ordinance|0.021329164636500354
29|0.02131804018001592
famous|0.02126967471270294
surprise|0.021254617084781657
cruise|0.021245048312820636
press|0.02124417416902873
ice|0.021242266414762793
curious|0.021228620594841086
university|0.021197572205212838
secede|0.021187488895111288
post|0.021184759859270902
active|0.0211682397117098
enroll|0.021142956125477185
resolve|0.0211104156991223
jones|0.021094676946644752
muzzieazzholes|0.021089389882514787
intern|0.021082973932557293
experience|0.021058725442448578
fell|0.02105296685017103
charge|0.0210342059441278
horrible|0.02102185590976019
poor|0.020979785873001287
restricting|0.020926368753169965
m16a4|0.020875871424676118
feds|0.020873517246716978
fine|0.020854595545017732
boy|0.020850102082596092
sitting|0.020787615895513572
discovered|0.02078082338782922
linebacker|0.02073361576052512
color|0.020731084582727575
dept|0.020704312539286406
broom|0.02070108424495501
reading|0.020660824909021342
instead|0.020660808732501056
store|0.020646479324562105
burger|0.020537865528939055
functions|0.020537086692461886
easy|0.020534224746558194
sleep|0.02051349726399445
judgement|0.020497891236947608
condemnation|0.020479097937093085
swiping|0.020436040561205116
due|0.020410542979788858
equality|0.02038457479413046
knife|0.020371169079750846
far|0.020340012461377465
jericho|0.020313421141213803
descended|0.02030205832526847
push|0.02030006188481856
supports|0.020299776881806498
colour|0.020299776881806498
checks|0.020290184232949333
usn|0.020235544255089083
weekends|0.020212079286986213
preparing|0.020194664124183578
wicked|0.020192015897198247
rolled|0.020181905049258934
inherently|0.020156163189976036
prize|0.02015328608468251
decadence|0.02014575254293314
crime|0.020137393144020115
unchecked|0.020127583387863388
deal|0.020118247542157484
whole|0.020115906041376554
atrocity|0.020107800202470386
days|0.020104288248060327
miss|0.020102564686653702
videos|0.020087553877061105
print|0.020076225423196335
illegals|0.020068545325646604
total|0.01997357520094338
pie|0.019910779203854798
ag|0.019819096246573756
personally|0.019798130742258092
insists|0.019783231601505573
failure|0.019750228207583004
incoming|0.019728554192759096
seems|0.01967438874603549
cau|0.019665077552962824
rhetorical|0.01965663488344168
consistent|0.01962760300815659
cant|0.019605614394512978
oh|0.0196004259145281
deutschland|0.019522675878532392
interests|0.019515782948023096
befell|0.01949543099763545
let|0.019489223390278608
create|0.019489008236978057
society|0.01947087788266476
explained|0.019436364237033876
seriously|0.019421535217671433
9.6|0.019414716856317456
dix|0.019396057298508254
pond|0.01939139024187716
generation|0.01938249870343491
so-called|0.019371251226322002
e.|0.019356849823163488
coffee|0.01935186812893502
battle-hardened|0.019326088350424507
inalienable|0.0192968796602671
hammer|0.01929666004842411
charlatans|0.019212617095985107
'normal|0.01918756656239661
look|0.019186773186985976
democrat|0.019184861501870668
rioters|0.01914998276542463
returning|0.019144614421913682
flowing|0.019135114135871777
kits|0.019132515235579496
mexicans|0.01909567907020367
rational|0.019089906606633827
connection|0.01908309622666281
indian|0.019080522411790472
feminists|0.01907040694482523
vomit|0.01905935234298484
unbelievable|0.01905127943398437
asylum|0.019043997081554652
equivalent|0.019024702122273383
violence|0.018976638338786465
court|0.01895052623635236
reparations|0.018948036902751986
using|0.018947130785088657
bill|0.018944552302614135
insurance|0.018935768328802782
rap|0.018917865595007743
singling|0.01889985226520079
embarrassing|0.018868680953961606
name|0.018861714309943187
running|0.018831166146329886
crawlin|0.01877514721546423
song|0.018774467302332686
filmed|0.018737328795963293
offer|0.018736865510731903
middle|0.018726239101811436
highest|0.018708658422667578
drugs|0.018687300218606838
non-jewish|0.018651555746093108
style|0.018643765404386076
didnt|0.01862467016289982
fiat|0.018619723925746238
typically|0.018601907421364472
dandy|0.018599170354264706
defined|0.01856906113573653
lived|0.01856410946106449
cigar|0.01853249843546779
dnc|0.018524459524803406
symbolizes|0.018474867072612783
discussions|0.018474451268192124
guessed|0.018469223669640166
demographic|0.01846787177742099
left|0.018447746750665107
fueled|0.018441754541722533
forget|0.018425989500211036
perhaps|0.018422342904951077
officials|0.018416711624701036
cops|0.018388275041558814
also|0.01836137562741014
tgs|0.018341599234903395
protecting|0.01821571055581843
1960|0.018178083088972563
soc|0.018138384683512348
conversation|0.01811563837753811
fox|0.018114651589073483
weak|0.018111576264087104
life|0.018098979389488637
sharon|0.01809420017913252
lots|0.018092722421176325
policeman|0.01803584440552717
sailors|0.018001078966077833
borders|0.01799934781940584
mind|0.017991567032986787
libidinous|0.01796311246515858
ussr|0.01794130912212924
property|0.01788261263589138
requirements|0.01786612627307097
paid|0.017819921436428784
even|0.017817765857559262
faster|0.01780863633952807
debtors|0.017772592470571447
punish|0.017764032501390338
glacier|0.017724975708875414
figures|0.017691164696617204
demonizing|0.017642969430557143
elite|0.017640951877628448
another|0.01763055441800343
tell|0.017617872306385784
meanness|0.01761251686742232
enough|0.017596976512842963
screwing|0.017591650190844108
leader|0.017532882412596113
republic|0.017531351823758534
'96|0.017422256633285872
become|0.017418927521179742
cut|0.017415758702977752
incomprehensible|0.01739595642278573
judge|0.017372105290836232
300|0.017359269484704867
guy|0.017358711441086923
symbol|0.01734791331252043
includes|0.017347152877931052
books|0.017307391406312222
media|0.01729899205019106
dishonourably|0.017293427547195695
tried|0.017286871684901995
blood|0.017247707568378894
ah|0.017229399539883405
ironic|0.01722001755068945
eve|0.017215606605298157
ought|0.017200738376137056
bathroom/facilities|0.0172000508665816
arrogance|0.01718082790976516
falling|0.017179938118088215
soothe|0.017124671254497275
vaunted|0.017110791154464934
asks|0.017096880956287537
wo|0.017070729907650725
tubos|0.01704738817891186
info|0.017032712643575774
jeffrey|0.017022524534822957
assigned|0.016976240997208104
vaulting|0.01695196209810993
enlist|0.016943206727177647
handed|0.01694173863639619
public|0.016896064270296215
5|0.016891665207931426
ridden|0.016869302369779897
cheering|0.01686595625074774
slavery|0.016861493190547684
appears|0.016856319378348895
stain|0.01684482615946924
lawsuits|0.01678931118872562
mythology|0.016777338805060868
practice|0.01676771502868966
commemorating|0.016747437369763852
within|0.016746685038880296
pressed|0.016736711628425764
said|0.01672348025207852
israel|0.016717716093244222
aborted|0.016609239781194152
kinda|0.016603626297941987
courage|0.016574228476411674
blatant|0.016567102194692936
thessalonians|0.01655163947042383
argument|0.016550400020444726
britannica|0.016532193189774714
stand|0.016488162474628622
guessing|0.016483067427887094
sell|0.016469955811639635
lashing|0.01644104687736914
methuen|0.016434690190591492
projections|0.016379200107025114
job|0.016355719944845106
ordering|0.016316404611741588
preserves|0.01630420277362491
abridging|0.016302777373518297
comply|0.016261168908105673
irrelevant|0.01621032645734465
mean|0.01612358855610048
chambering|0.01610652614849197
n't|0.016091244345339616
stillare|0.01607371275006809
unskilled|0.01606140316936962
toolbar|0.016030017397166925
referring|0.016024614562639417
dreams|0.01596596310533869
predicting|0.015957622629493386
incompetent|0.015937456489134076
signed|0.01590517860518355
presidency|0.015887139260666483
sticker|0.01587180212219815
torpedo|0.015857906162072565
brobama|0.0158235110294424
narrow|0.015778626186411893
pulpit|0.015769425248638492
concerned|0.015749918940810893
takeo|0.015734687824106152
burn|0.015730684356357393
act|0.015709228862985793
thrown|0.015704904998759518
friends|0.01570269651379003
testimonial|0.015689153526495782
olympics|0.01567388846096041
hasent|0.015609228628554411
feed|0.015606309253783557
least|0.015534704945845829
mc6521|0.015513250399815312
follow|0.015507864009831085
liberals|0.015499292061511705
privileged|0.015476418527541863
burning|0.015430202416775915
frakish|0.015393357329900085
continue|0.015381328567821203
downtrodden|0.015370722803335271
africa|0.015358383932210644
play|0.01533635271064169
call|0.015315530326331964
fifty|0.015280459743118858
skunk-ape|0.015271193085880047
're|0.015225228921562521
moot|0.01521704950692149
1898|0.015174062934962863
myth|0.015167508235822049
likely|0.015144762895742254
share|0.015141944828275477
imploded|0.015132207367320336
rich|0.015124186615353866
37|0.015021746324915555
gives|0.015012501763430542
cynical|0.014998091756712595
scag|0.01499129802774617
mlk|0.014989772541287702
walk|0.014986029671249424
commencement|0.014974689940810098
upon|0.014962880824608787
queerbait|0.014949211876554444
wish|0.014881731710949123
g-grandmum|0.014879578144540283
gee|0.01483506883369506
9|0.014827477198299252
hiv|0.014766611257980683
scumbags|0.014737875079370615
eggs|0.01473369881354594
santa|0.014708243428498352
rights|0.014643986723309107
rebel|0.01461430133576892
lithuanian|0.014604685090533143
liebrals|0.014599616682661586
accusing|0.0145770476549969
worked|0.014573692264828447
trump|0.01456662119887341
han|0.01455391708257166
traumatic|0.01454204122494256
secretary|0.01452374281208293
alleges|0.014508759539337179
worth|0.014505691096229794
vessel|0.014497379667654802
saddened|0.014432874722665235
man|0.014427898979839737
tests|0.014395102491249211
could|0.014383831618796163
sometimes|0.01438023368050772
habla|0.014316977156662403
released|0.014308845132915415
direct|0.01430199225230577
adult|0.014300309783353293
therapy|0.014285334309748309
permit|0.01428029419897001
everyone|0.01425958336377467
maligned|0.01423884658352997
ya|0.014233802657098156
age|0.014200200954592911
'm|0.014197055236519445
affiliations|0.01417736695239689
'historic|0.01414673651190535
boundary|0.014146558209626903
violated|0.014123315546352396
swipe|0.01412153555651383
anything|0.01410829902235171
natural|0.014103087137377861
hang|0.014072825242368253
fun|0.014068870001551556
potus|0.014017447080977194
flying|0.013992011093109668
attacks|0.013933584695156464
power|0.013894406890713109
old|0.013854750639153195
correct|0.013853279903796494
born|0.013832145669955793
smirk|0.013830855441431034
compass|0.013827347930367984
end|0.013824809207906555
discharged|0.013777980991183419
drafting|0.013769914762166994
hildabeeste|0.013752434700783323
told|0.013750486493130045
amtrak|0.013740345452620404
normal|0.013726632728996851
nature|0.01369372192230601
joke|0.01369150971851818
scotsman|0.013675049181868931
outrun|0.013669665576242057
daily|0.013582487138742022
indited|0.01357838890589141
crazy|0.013576082731892022
accompanied|0.013538647209564708
commemorate|0.01353198666354658
glad|0.013509953018199362
getting|0.013503530477491822
take|0.013488837210811021
thought|0.013469850655136716
operation|0.013455029591297645
owners|0.013442969364106399
dresses|0.013408939831750066
selective|0.0133955498697152
commissioned|0.013389810309456702
mooch-elles|0.013374693500324409
people|0.013371748998614721
beheading|0.01336878875783971
randomly|0.013329343080610678
berate|0.013327045152016636
fourth|0.013311271061782171
wealthy|0.0132934833689105
indiana|0.013282975284476783
1/100|0.013260065484718397
abetting|0.013258678669169424
played|0.013236441583093094
0|0.013213259583851134
character|0.013180104081391864
guests|0.013150645733809115
soda|0.013145485187750373
creation|0.0131358348759813
talks|0.013130760986935308
reasons|0.013125164437086579
owe|0.013122451654345235
kate|0.013106978254876122
nearly|0.013104832193288042
girls|0.013103443006355386
happens|0.013086534713445118
sc|0.01307912716121232
libelous|0.01305324919869778
half|0.013046659452975791
pay|0.013030341394412143
admitted|0.013024537207371002
fact|0.013018886100574906
jesus|0.012964417540144527
clean|0.012961096669826967
believes|0.012961027316472968
unnecessarily|0.012914612873318559
obimbo|0.01288718060070044
animal|0.01287828214146918
business|0.012856966748642645
game|0.012847656685611077
promote|0.012798412512983004
assistance|0.012785816074159757
props|0.012774298013363303
along|0.01277049867036037
excuse|0.012750770748188624
speaks|0.012740229553106625
interchangeable|0.012731355179387926
insideout26529|0.012722726170927273
except|0.012718960968900178
support|0.012709334798618663
studied|0.012687360551129062
sentiment|0.01266669534513265
building|0.012665034565771324
way|0.012662047651939555
cry|0.012611871784182434
mass|0.012611721564265443
swimming|0.012609168297456192
ifif|0.012547949306830942
goes|0.012538300429240064
navy|0.0125181697711186
expected|0.012516798492465047
alligator|0.012486774088885443
rocker|0.012444387977805194
wing|0.012438051884958699
nfl|0.01242534780819781
michells|0.012404225257170536
unqualified|0.012389498765223949
moochers|0.012359432528308779
graduates|0.012348155234040105
bobbling|0.012327564597316171
politically|0.012281577692132544
studies|0.012279236231278886
architect|0.012277158196095664
misquote|0.012275767141363659
fathers|0.012256858766038829
becoming|0.012254267963209192
proof|0.012253803058898808
southern|0.012242622421243892
57|0.012238390420627576
refused|0.01221086342607642
matter|0.01220845417200206
approved|0.012195246048897568
ok|0.012174151802772872
voice|0.012154045312125985
attention|0.012147948477901125
perfect|0.012146657548613016
anybody|0.012143638244096026
20|0.012131816032152153
genetic|0.012094971936082758
opportunity|0.01207764233541792
month|0.01207088571672832
barker|0.012053457660002717
identical|0.012040934081458489
em|0.01202195262566708
11|0.01202195262566708
weapons|0.012018323287384624
keyboard|0.012012575223213254
attack|0.012003143250901387
trabjo|0.011983398031926124
current|0.011980184372727562
aside|0.01195799413413113
hoplophobe|0.011951548198976546
occupied|0.011942992707015663
words|0.011937202622858219
buck|0.011932248572128878
deport|0.011908317442687354
alan|0.011904551593016482
vacationing|0.011901413241095704
recipients|0.011887159125108841
name-calling|0.01186998580557595
tact|0.011862435867300467
tg|0.011860011553051362
throw|0.011852091013707846
cherokee|0.011837665768190831
occupies|0.011810721944457678
conspiracy|0.011793625405122432
alex|0.011793625405122432
involves|0.011793625405122432
consultant|0.011791677226509197
banning|0.011790709235075969
emulate|0.011786260799618559
looney|0.01175946086613383
humans|0.011750713267986069
independent|0.011728364840750311
influences|0.011717103688365642
visits|0.011684553198390967
applications|0.011675350487130242
bong|0.011674813178982446
2/9|0.011674792380661141
percentage|0.011666590002272161
gfy|0.011641730324361556
wanting|0.011631849948887007
america|0.01162566425278866
cover|0.011592778279780759
covered|0.011589357133100149
carrying|0.011559332673551807
commander|0.011509743707584414
prove|0.011471978059699559
going|0.011471228660142255
side|0.01146637935453015
trumpet|0.011462383958693654
open|0.01146036391939858
u.s.|0.0114029306130018
sight|0.011394870775195787
ahead|0.011394372339100225
everyday|0.011379053950700704
demanding|0.011364563745207352
enslaved|0.011342084253331124
repetition|0.011331331142865591
``|0.011329009273604045
indeed|0.011312882814221274
snacks|0.011306777413220833
buildings|0.011304565189636214
refute|0.01130047492849093
'll|0.011291588282072725
question|0.011270928965025037
fast|0.011259243501749503
wednesday|0.011257825914845154
big|0.011256250660285811
leaning|0.011244236357265508
eternal|0.011229467071134588
ethiopian|0.011228927656938049
enforcing|0.011222243799791604
search|0.011204691544556989
gaffes|0.011195499844125045
brothers|0.011189325333347353
absolute|0.011178485171602014
owed|0.011155543386724698
payer|0.01113288636516238
subsidizes|0.011127065572441194
voter|0.011122052652419457
real|0.011120995215916554
family|0.01111180370599026
kitchen|0.011102977650789377
paycheck|0.011092685735299932
regressives|0.011089747923032255
blackasses|0.01108272621503118
cleo|0.01106757529035137
wages|0.011054067595000567
6|0.011051250430725499
sold|0.011032236007444312
git|0.011027806656885342
moochell|0.01102412460063329
activities|0.011005780710463275
hard|0.011003295846200462
mixed|0.011001062039384748
4|0.010956843895033822
line|0.01095378838918744
original|0.010943677529803027
ban|0.010884875964910576
influenced|0.010873395698339117
soul|0.010848888466686444
inflation|0.010805776821688184
ncs|0.010789107928292829
trangenderism|0.010785582083352572
finish|0.010764355403307595
run|0.010761223336241155
fleet|0.010759176665427
allowed|0.010752628329270946
record|0.010749281910975298
nabbed|0.010741814188029252
murderous|0.010733175009912443
activist|0.010725897670108715
hordes|0.010712783133828929
herpes|0.0106960863168996
else|0.010694992259016914
astounding|0.010684416374456985
till|0.010650789318966389
departure|0.010646137623234578
biggest|0.010627597985231902
poisons|0.01060427046697133
e.b.t|0.010598294969570847
droves|0.010598164714025504
crowd|0.010591187918394552
convicted|0.01058958669597476
remnants|0.010582494505754773
talk|0.010575420605075684
gets|0.01053607572355079
reason|0.010531167676874013
charlie|0.010507515384738422
musiims|0.010506683146765292
speaker|0.010499742030842099
1987|0.010463659921281423
beatings|0.010463399817479124
higher|0.010451134585763116
insults|0.010405090864754012
cyrus|0.010383948954050393
homeschooling|0.010383314880153875
hearing|0.01038106586907111
two|0.010353570489252284
legal|0.010342084307065538
inner|0.010333380953808249
uss|0.010330803154091978
's|0.010319588995781738
undivided|0.010309232255325424
progs|0.010301273801565581
cicero|0.010290746682425618
coddling|0.010288435416948809
health|0.010253783730890986
income|0.010234913671685162
effective|0.010219515983724985
voters|0.010217872699584704
political|0.010213705388394983
absolutely|0.01021224292945378
opposite|0.010195280078832136
europeantv|0.01018020548801699
nc|0.010162347447288533
site|0.010147310038532482
starting|0.010144950769160539
intended|0.010128927843998535
''|0.01010881788699265
live|0.010090282163434505
velcro|0.010087370154877262
potential|0.010048011023328179
deck|0.010002795652220463
bay|0.009990373679557076
slime|0.009980573479666471
history|0.009970089953033298
dishonourable|0.009955030024781774
integrity|0.009929231417371032
degrade|0.009926800614559039
seaman|0.009920566726221672
consumption|0.009907199573306033
–|0.009897164131776898
quite|0.009895436336454119
insult|0.009829958367945951
occupation|0.00980877143458131
recipient|0.00980402049891387
luck|0.009788633608996565
snatched|0.00978313996882912
samuel|0.009781795536297211
american|0.009781522616367683
